date,ticker,positive,tweets
20170205,AAAS,0.255,1388
20170205,AAFK,0.796,4749
20170205,AAT6,0.774,4938
20170205,AAYJ,0.481,3248
20170205,ABB,0.982,5791
20170205,ABI6,0.465,2332
20170205,ABSY,0.156,87
20170205,ABW,0.4,2461
20170205,ACH,0.311,1863
20170205,ACI,0.666,7111
20170205,ACWQ,0.182,217
20170205,ADB,0.57,3947
20170205,ADB2,0.427,3095
20170205,ADGI,0.311,5201
20170205,ADM0,0.068,3855
20170205,ADQ,0.427,3919
20170205,ADUC,0.412,5688
20170205,ADZS,0.81,3401
20170205,AEEQ,0.776,7606
20170205,AEQJ,0.858,7443
20170205,AFB0,0.563,2528
20170205,AFFT,0.546,2721
20170205,AFO,0.716,1509
20170205,AFZU,0.846,4947
20170205,AGAU,0.127,5399
20170205,AGKJ,0.768,5996
20170205,AGZ,0.551,5391
20170205,AHEL,0.436,3117
20170205,AHFM,0.023,6669
20170205,AHGN,0.883,6216
20170205,AHI,0.802,4778
20170205,AHSV,0.982,8157
20170205,AHWU,0.226,277
20170205,AID,0.494,689
20170205,AIDA,0.919,5502
20170205,AIJQ,0.274,808
20170205,AIS,0.428,3224
20170205,AJD,0.771,995
20170205,AJLP,0.277,6332
20170205,AJQ,0.342,813
20170205,AKA,0.195,3925
20170205,AKE0,0.277,4135
20170205,AKG,0.468,4622
20170205,AKQ3,0.462,4535
20170205,AKRG,0.718,6922
20170205,AKZR,0.152,5105
20170205,ALVM,0.425,6802
20170205,ALYQ,0.811,3710
20170205,AMD2,0.981,336
20170205,AMD6,0.196,3033
20170205,AMDO,0.802,3151
20170205,AMJ,0.694,2415
20170205,AMK2,0.356,265
20170205,AMR3,0.207,445
20170205,AMT5,0.025,4104
20170205,AMXS,0.81,3780
20170205,ANC2,0.703,754
20170205,ANJO,0.176,2531
20170205,ANJQ,0.885,7679
20170205,ANK,0.599,750
20170205,ANSD,0.149,1142
20170205,ANSZ,0.086,3929
20170205,AOU,0.658,4520
20170205,AOZ,0.507,4940
20170205,APL,0.786,7917
20170205,APP5,0.231,373
20170205,APU9,0.466,1285
20170205,APWX,0.01,4159
20170205,AQIC,0.256,1975
20170205,AQKX,0.134,1548
20170205,AQLC,0.999,7034
20170205,ATG,0.878,4340
20170205,ATGT,0.863,110
20170205,ATPJ,0.662,7619
20170205,ATT,0.998,2884
20170205,AUB8,0.63,2249
20170205,AUHM,0.243,7639
20170205,AUP,0.577,7973
20170205,AUR,0.957,5480
20170205,AUZF,0.515,8717
20170205,AVMS,0.31,1753
20170205,AVNV,0.175,1674
20170205,AVUM,0.671,7914
20170205,AWF,0.453,6706
20170205,AWHU,0.415,7378
20170205,AWN,0.575,1163
20170205,AWOU,0.171,7210
20170205,AWU,0.672,1290
20170205,AWV,0.762,8587
20170205,AXB2,0.069,7793
20170205,AXE,0.037,3497
20170205,AXLJ,0.893,4658
20170205,AYL,0.041,6304
20170205,AYOI,0.49,4578
20170205,AYSI,0.364,3499
20170205,AYUY,0.821,2637
20170205,AZG7,0.548,2202
20170205,AZGG,0.214,6605
20170205,AZM,0.711,1502
20170205,AZYZ,0.47,3264
20170205,BAC,0.173,4427
20170205,BAEC,0.777,4637
20170205,BAG,0.876,3597
20170205,BAS1,0.341,7799
20170205,BAU,0.062,72
20170205,BBAE,0.439,5607
20170205,BBFU,0.028,4354
20170205,BBIU,0.405,5941
20170205,BBLY,0.696,7512
20170205,BBNH,0.147,6713
20170205,BBOX,0.501,8364
20170205,BBQ,0.641,3112
20170205,BBVT,0.451,8420
20170205,BCG3,0.892,196
20170205,BCJM,0.785,4336
20170205,BCRT,0.736,3254
20170205,BCT2,0.698,3425
20170205,BCXY,0.074,3379
20170205,BDA0,0.276,1716
20170205,BDBB,0.388,714
20170205,BDYJ,0.098,3434
20170205,BEF1,0.921,1378
20170205,BFEU,0.64,4264
20170205,BFJ,0.192,332
20170205,BFM9,0.783,2883
20170205,BFMF,0.24,1640
20170205,BFSN,0.752,3276
20170205,BFVJ,0.339,1569
20170205,BGEA,0.708,5367
20170205,BGN,0.117,729
20170205,BHA,0.237,4701
20170205,BHGI,0.419,515
20170205,BHJ1,0.86,2468
20170205,BHT,0.113,4137
20170205,BHYA,0.881,8514
20170205,BIC6,0.572,1174
20170205,BICJ,0.636,2225
20170205,BIFY,0.973,6430
20170205,BIY1,0.02,2771
20170205,BJB1,0.771,4109
20170205,BJEZ,0.265,5048
20170205,BJZ,0.68,2902
20170205,BKJ,0.798,2932
20170205,BKK7,0.077,5347
20170205,BKMV,0.538,5421
20170205,BKOQ,0.574,743
20170205,BKR,0.533,495
20170205,BLI5,0.074,712
20170205,BLM2,0.012,7513
20170205,BLP,0.666,1815
20170205,BLQ,0.353,5376
20170205,BMHQ,0.664,6937
20170205,BMTK,0.897,3534
20170205,BNBC,0.27,3652
20170205,BND,0.787,4584
20170205,BNFS,0.733,1648
20170205,BNR,0.975,5987
