date,ticker,positive,tweets
20170115,AAAS,0.33,6745
20170115,AAFK,0.333,1808
20170115,AAT6,0.899,8372
20170115,AAYJ,0.251,2755
20170115,ABB,0.271,2371
20170115,ABEL,0.857,4509
20170115,ABI6,0.179,4243
20170115,ABSY,0.646,3008
20170115,ABW,0.667,6005
20170115,ACH,0.049,757
20170115,ACI,0.477,5704
20170115,ACOU,0.245,3794
20170115,ACWQ,0.955,7838
20170115,ADB,0.045,6534
20170115,ADB2,0.262,1850
20170115,ADGI,0.518,6760
20170115,ADM0,0.78,2892
20170115,ADQ,0.719,6573
20170115,ADUC,0.982,1104
20170115,ADV,0.214,4301
20170115,ADZS,0.027,1697
20170115,AEQJ,0.186,676
20170115,AFB0,0.021,671
20170115,AFEO,0.676,1838
20170115,AFO,0.652,7211
20170115,AFZU,0.254,6255
20170115,AGAU,0.675,3975
20170115,AGKJ,0.455,945
20170115,AGZ,0.483,5472
20170115,AHEL,0.972,6629
20170115,AHFM,0.58,494
20170115,AHGN,0.989,2434
20170115,AHI,0.33,4903
20170115,AHSV,0.012,7412
20170115,AID,0.777,397
20170115,AIDA,0.249,6354
20170115,AIJQ,0.237,6557
20170115,AIS,0.869,1321
20170115,AJD,0.789,7181
20170115,AJLP,0.306,6707
20170115,AJQ,0.784,3583
20170115,AKA,0.361,1898
20170115,AKD,0.621,4966
20170115,AKE0,0.116,5331
20170115,AKG,0.221,2362
20170115,AKQ3,0.565,4475
20170115,AKRG,0.229,599
20170115,AKZR,0.706,5985
20170115,ALVM,0.098,5229
20170115,ALYQ,0.244,8550
20170115,AMD2,0.687,1219
20170115,AMD6,0.446,5850
20170115,AMDO,0.829,6224
20170115,AMJ,0.819,2493
20170115,AMK2,0.04,6086
20170115,AMR3,0.009,6195
20170115,AMT5,0.051,3190
20170115,AMXS,0.629,6633
20170115,ANC2,0.211,696
20170115,ANJO,0.63,4451
20170115,ANJQ,0.601,3928
20170115,ANK,0.327,970
20170115,ANSD,0.469,4953
20170115,ANSZ,0.908,6032
20170115,AOR8,0.347,7859
20170115,AOU,0.021,6295
20170115,AOZ,0.269,1698
20170115,APL,0.901,6401
20170115,APP5,0.769,6372
20170115,APU9,0.048,7941
20170115,APWX,0.937,36
20170115,AQIC,0.527,7628
20170115,AQKX,0.772,3999
20170115,AQLC,0.862,1676
20170115,AQM3,0.487,3207
20170115,AQXQ,0.739,7059
20170115,ARG7,0.927,6166
20170115,ATG,0.052,4420
20170115,ATGT,0.247,1693
20170115,ATPJ,0.484,7255
20170115,ATT,0.343,6731
20170115,AUB8,0.791,4062
20170115,AUHM,0.681,8183
20170115,AUOH,0.875,4736
20170115,AUP,0.06,5018
20170115,AUR,0.637,6577
