date,ticker,positive,tweets
20170219,AAAS,0.42,5004
20170219,AAFK,0.04,5186
20170219,AAT6,0.365,2437
20170219,AAYJ,0.541,4104
20170219,ABEL,0.209,1192
20170219,ABSY,0.645,2333
20170219,ABW,0.21,8194
20170219,ACH,0.198,4734
20170219,ACI,0.502,1355
20170219,ACOU,0.698,1498
20170219,ACWQ,0.706,292
20170219,ADB,0.467,5872
20170219,ADB2,0.186,3320
20170219,ADGI,0.073,1992
20170219,ADM0,0.403,1216
20170219,ADP,0.736,5323
20170219,ADQ,0.58,1324
20170219,ADUC,0.222,6387
20170219,ADV,0.555,5322
20170219,ADZS,0.03,6042
20170219,AEEQ,0.126,6895
20170219,AFB0,0.582,430
20170219,AFEO,0.389,2517
20170219,AFFT,0.339,5447
20170219,AFO,0.907,7515
20170219,AFZU,0.176,4783
20170219,AGAU,0.853,4064
20170219,AGF,0.665,6639
20170219,AGKJ,0.725,3568
20170219,AGUY,0.272,2871
20170219,AGZ,0.228,2447
20170219,AHEL,0.727,2193
20170219,AHFM,0.935,5928
20170219,AHGN,0.65,262
20170219,AHI,0.859,4801
20170219,AHSV,0.423,7535
20170219,AHWU,0.801,7457
20170219,AIDA,0.718,6831
20170219,AJD,0.343,7212
20170219,AJLP,0.605,1994
20170219,AJQ,0.735,7873
20170219,AKD,0.342,7035
20170219,AKE0,0.876,3270
20170219,AKG,0.475,4423
20170219,AKQ3,0.112,2963
20170219,AKRG,0.358,3976
20170219,AKZR,0.288,1054
20170219,ALVM,0.042,6558
20170219,ALYQ,0.949,357
20170219,AMD2,0.344,1434
20170219,AMD6,0.235,6186
20170219,AMDO,0.321,1408
20170219,AMJ,0.312,1623
20170219,AMK2,0.981,797
20170219,AMT5,0.951,6922
20170219,AMXS,0.502,3878
20170219,ANAH,0.953,6475
20170219,ANC2,0.747,7276
20170219,ANJO,0.274,2057
20170219,ANJQ,0.99,3866
20170219,ANK,0.112,6802
20170219,ANSD,0.817,2742
20170219,ANSZ,0.055,108
20170219,AOR8,0.275,1192
20170219,AOU,0.68,5831
20170219,AOZ,0.971,3049
20170219,APL,0.112,5602
20170219,APP5,0.473,84
20170219,APU9,0.314,2000
20170219,APWX,0.751,4187
20170219,AQH4,0.997,2283
20170219,AQIC,0.563,3164
20170219,AQKX,0.065,4530
20170219,AQLC,0.686,7036
20170219,AQM3,0.343,6757
20170219,AQXQ,0.265,7317
20170219,ARG7,0.873,6321
20170219,ATG,0.899,5680
20170219,ATGT,0.888,6951
20170219,ATPJ,0.092,7900
20170219,ATT,0.556,5465
20170219,AUB8,0.67,5665
20170219,AUHM,0.758,542
20170219,AUOH,0.296,7196
20170219,AUP,0.197,5688
20170219,AUR,0.661,6941
20170219,AVMS,0.116,6318
20170219,AVUM,0.766,5797
20170219,AWF,0.924,7289
20170219,AWHU,0.735,963
20170219,AWN,0.714,983
20170219,AWOU,0.377,5046
20170219,AWSP,0.1,7403
20170219,AWU,0.456,863
20170219,AWY,0.152,3196
20170219,AXE,0.383,3028
20170219,AXLJ,0.553,628
20170219,AYL,0.55,3813
20170219,AYOI,0.764,8747
