date,ticker,positive,tweets
20170204,AAAS,0.235,588
20170204,AAFK,0.193,753
20170204,AAT6,0.193,4820
20170204,AAYJ,0.66,3314
20170204,ABB,0.277,4388
20170204,ABEL,0.353,648
20170204,ABI6,0.802,5127
20170204,ABSY,0.804,6470
20170204,ABW,0.554,1251
20170204,ACH,0.249,4407
20170204,ACI,0.45,1987
20170204,ACOU,0.065,3908
20170204,ADB,0.489,2255
20170204,ADB2,0.778,4947
20170204,ADGI,0.51,1794
20170204,ADM0,0.221,6207
20170204,ADP,0.772,462
20170204,ADQ,0.911,2783
20170204,ADUC,0.533,2443
20170204,ADV,0.768,3951
20170204,ADZS,0.432,6406
20170204,AEEQ,0.976,5119
20170204,AEQJ,0.876,4557
20170204,AFB0,0.463,42
20170204,AFEO,0.013,5945
20170204,AFFT,0.035,284
20170204,AFO,0.741,3057
20170204,AFZU,0.604,2271
20170204,AGAU,0.831,936
20170204,AGF,0.825,3879
20170204,AGKJ,0.424,6659
20170204,AGUY,0.735,8516
20170204,AGZ,0.689,6716
20170204,AHEL,0.023,958
20170204,AHFM,0.077,2811
20170204,AHGN,0.476,6186
20170204,AHI,0.368,4338
20170204,AHSV,0.329,6401
20170204,AHWU,0.22,2081
20170204,AID,0.83,722
20170204,AIDA,0.496,4329
20170204,AIJQ,0.081,4226
20170204,AIS,0.379,2859
20170204,AJD,0.381,3073
20170204,AJLP,0.389,4684
20170204,AJQ,0.64,4479
20170204,AKA,0.645,3989
20170204,AKD,0.194,5528
20170204,AKE0,0.871,841
20170204,AKG,0.837,6540
20170204,AKQ3,0.214,3050
20170204,AKRG,0.908,4682
20170204,AKZR,0.258,5068
20170204,ALVM,0.192,7794
20170204,ALYQ,0.5,1623
20170204,AMD2,0.008,6300
20170204,AMD6,0.154,819
20170204,AMDO,0.765,5665
20170204,AMJ,0.82,6962
20170204,AMK2,0.673,2504
20170204,AMR3,0.768,4579
20170204,AMT5,0.508,6908
20170204,AMXS,0.054,1767
20170204,ANAH,0.213,1899
20170204,ANJO,0.592,2143
20170204,ANJQ,0.991,1623
20170204,ANK,0.097,516
20170204,ANSZ,0.139,1350
20170204,AOR8,0.125,6891
20170204,AOU,0.105,1382
20170204,APL,0.279,5279
20170204,APP5,0.953,6913
20170204,APU9,0.659,1475
20170204,APWX,0.996,204
20170204,AQIC,0.831,8055
20170204,AQKX,0.98,8139
20170204,AQLC,0.226,3748
20170204,AQM3,0.406,1863
20170204,AQXQ,0.709,6648
20170204,ARG7,0.161,7115
20170204,ATGT,0.953,8104
20170204,AUB8,0.52,7733
20170204,AUOH,0.903,1196
20170204,AUP,0.991,1844
20170204,AUR,0.982,6532
20170204,AUZF,0.098,1970
20170204,AVMS,0.099,289
20170204,AVNV,0.252,7448
20170204,AVUM,0.048,3643
20170204,AWF,0.859,6833
20170204,AWOU,0.51,5933
20170204,AWSP,0.593,258
20170204,AWU,0.923,3580
20170204,AWV,0.326,7338
20170204,AWY,0.285,22
20170204,AXB2,0.982,3590
20170204,AXLJ,0.934,4825
20170204,AYL,0.995,1498
20170204,AYOI,0.426,5430
20170204,AYSI,0.646,5692
20170204,AYUY,0.477,5259
20170204,AYW,0.833,6188
20170204,AZF4,0.554,2630
20170204,AZG7,0.662,7219
20170204,AZGG,0.635,739
20170204,AZM,0.175,3118
20170204,AZYZ,0.088,6218
20170204,BAC,0.254,1281
20170204,BAEC,0.734,3066
20170204,BAG,0.47,3670
20170204,BAS1,1.0,3438
20170204,BAU,0.759,3820
20170204,BBAE,0.605,3932
20170204,BBFU,0.812,3233
20170204,BBLY,0.541,4082
20170204,BBNH,0.258,3779
20170204,BBQ,0.695,6368
20170204,BBVT,0.94,6873
20170204,BCG3,0.768,2574
20170204,BCJM,0.517,4482
20170204,BCRT,0.339,4021
20170204,BCT2,0.045,2433
20170204,BCXY,0.19,2407
20170204,BDA0,0.987,3768
20170204,BDBB,0.215,2144
20170204,BDL,0.721,4181
20170204,BEF1,0.162,6327
20170204,BFJ,0.106,2496
20170204,BFM9,0.901,3524
20170204,BFMF,0.252,3173
20170204,BFSN,0.421,2291
20170204,BFVJ,0.484,1667
20170204,BGEA,0.407,61
20170204,BGN,0.038,2332
20170204,BHJ1,0.446,3111
20170204,BHT,0.529,8365
20170204,BHYA,0.004,3551
20170204,BIC6,0.224,1455
20170204,BICJ,0.321,4901
20170204,BIEN,0.103,2697
20170204,BIFY,0.078,6508
20170204,BIOH,0.209,4931
20170204,BIY1,0.351,6417
20170204,BJB1,0.766,3144
20170204,BJEZ,0.596,8015
20170204,BJZ,0.08,1958
20170204,BKJ,0.614,6431
20170204,BKK7,0.576,1212
20170204,BKMV,0.212,384
20170204,BKOQ,0.995,2946
20170204,BKR,0.256,2733
20170204,BLI5,0.904,1541
20170204,BLM2,0.723,789
20170204,BLP,0.627,3648
20170204,BLQ,0.495,6634
20170204,BMHD,0.758,1816
20170204,BMHQ,0.344,7667
20170204,BMTK,0.963,6212
20170204,BNBC,0.957,4918
20170204,BND,0.03,4037
20170204,BNR,0.435,364
20170204,BNTG,0.207,7368
20170204,BOK8,0.835,7841
20170204,BOLL,0.575,5895
20170204,BOSR,0.711,7982
20170204,BOT,0.224,1202
20170204,BPA6,0.238,5682
20170204,BQD,0.916,7765
20170204,BQJI,0.806,5523
20170204,BQJU,0.7,7804
20170204,BQM5,0.984,6086
20170204,BQY0,0.565,5065
20170204,BRCC,0.696,5561
20170204,BRN7,0.154,1158
20170204,BRW0,0.147,7676
20170204,BRYL,0.858,55
20170204,BSAM,0.27,5672
20170204,BSBK,0.411,1883
20170204,BSD,0.131,4404
20170204,BSL0,0.213,2066
20170204,BTFA,0.785,1069
20170204,BTJR,0.236,6480
20170204,BTSA,0.026,6901
20170204,BTVS,0.414,8137
20170204,BUM,0.121,1909
20170204,BURF,0.566,4148
20170204,BURM,0.456,3608
20170204,BUS,0.444,7685
20170204,BUVF,0.619,4801
20170204,BUXM,0.758,8721
20170204,BVE4,0.044,6654
20170204,BVL6,0.328,7952
20170204,BWEW,0.677,3937
20170204,BWK,0.046,1015
20170204,BWQA,0.614,6820
20170204,BWU,0.874,8453
20170204,BWXW,0.206,187
20170204,BXOR,0.164,6782
20170204,BXZK,0.311,4220
20170204,BXZR,0.18,7998
20170204,BYFO,0.679,4048
20170204,BYL,0.562,1827
20170204,BYQ1,0.836,6787
20170204,BYZ3,0.396,4512
20170204,BZNB,0.512,5473
20170204,BZOK,0.745,6856
20170204,BZZ,0.75,415
20170204,CAHR,0.42,5496
20170204,CAI,0.239,293
20170204,CAV7,0.385,8112
20170204,CBU3,0.458,5510
20170204,CBY1,0.163,1344
20170204,CCSF,0.167,2348
20170204,CCTQ,0.214,7003
20170204,CCXT,0.812,8760
20170204,CDC,0.653,5203
20170204,CDEN,0.989,2434
20170204,CDN,0.68,1763
20170204,CDT,0.071,5763
20170204,CDXY,0.841,4725
20170204,CEQA,0.349,218
20170204,CEQL,0.367,2702
20170204,CEVJ,0.434,7431
20170204,CFG,0.042,2182
20170204,CFN9,0.762,7527
20170204,CFP2,0.791,2520
20170204,CFPI,0.633,6681
20170204,CFV4,0.314,1666
20170204,CGH0,0.162,6906
20170204,CGP9,0.169,4645
20170204,CGVA,0.352,3728
20170204,CGZ,0.51,850
20170204,CHB,0.978,3228
20170204,CHJL,0.721,1972
20170204,CHMG,0.586,1193
20170204,CHNX,0.146,378
20170204,CIAV,0.357,6414
20170204,CIF1,0.562,4037
20170204,CISF,0.162,2352
20170204,CJD3,0.924,884
20170204,CJJZ,0.05,3429
20170204,CJS,0.57,6587
20170204,CKIS,0.054,922
20170204,CKN6,0.682,3305
20170204,CKQ3,0.364,3892
20170204,CLB9,0.771,4452
20170204,CLBP,0.679,3445
20170204,CLCT,0.664,4964
20170204,CLFG,0.576,4089
20170204,CLLB,0.412,6381
20170204,CLP,0.629,2829
20170204,CLZ,0.362,2480
20170204,CMM4,0.616,1228
