date,ticker,positive,tweets
20170330,AAAS,0.671,5712
20170330,AAFK,0.487,4285
20170330,AAT6,0.811,1575
20170330,AAYJ,0.904,7711
20170330,ABEL,0.736,6786
20170330,ABI6,0.919,617
20170330,ABSY,0.633,8023
20170330,ABW,0.825,7414
20170330,ACH,0.275,1855
20170330,ACI,0.574,4451
20170330,ACOU,0.674,3756
20170330,ACWQ,0.829,1602
20170330,ADB,0.55,4867
20170330,ADB2,0.328,5704
20170330,ADGI,0.139,7279
20170330,ADM0,0.541,4285
20170330,ADP,0.31,5522
20170330,ADQ,0.668,7844
20170330,ADUC,0.678,3847
20170330,ADV,0.927,3194
20170330,ADZS,0.763,5811
20170330,AEEQ,0.408,4155
20170330,AEQJ,0.492,3927
20170330,AFB0,0.88,1701
20170330,AFEO,0.344,1147
20170330,AFFT,0.238,3102
20170330,AFO,0.075,3790
20170330,AFZU,0.75,8677
20170330,AGAU,0.041,7262
20170330,AGF,0.84,6237
20170330,AGKJ,0.743,6535
20170330,AGUY,0.193,8094
20170330,AGZ,0.989,822
20170330,AHEL,0.411,3540
20170330,AHFM,0.004,1490
20170330,AHGN,0.534,5808
20170330,AHI,0.969,6385
20170330,AHSV,0.142,3515
20170330,AHWU,0.605,2420
20170330,AID,0.758,6142
20170330,AIDA,0.315,274
20170330,AIJQ,0.747,1914
20170330,AIS,0.595,6214
20170330,AJD,0.292,3161
20170330,AJLP,0.49,303
20170330,AJQ,0.976,3902
20170330,AKA,0.903,4627
20170330,AKD,0.993,3020
20170330,AKE0,0.171,2507
20170330,AKG,0.783,3950
20170330,AKQ3,0.178,7382
20170330,AKRG,0.705,1911
20170330,AKZR,0.011,2547
20170330,ALVM,0.419,6270
20170330,ALYQ,0.675,220
20170330,AMD2,0.116,3549
20170330,AMD6,0.37,2682
20170330,AMDO,0.279,2103
20170330,AMK2,0.145,4313
20170330,AMR3,0.299,7756
20170330,AMT5,0.306,6028
20170330,AMXS,0.387,3010
20170330,ANAH,0.176,7050
20170330,ANC2,0.007,5127
20170330,ANJO,0.562,1064
20170330,ANJQ,0.232,3091
20170330,ANK,0.514,3061
20170330,ANSD,0.177,3563
20170330,ANSZ,0.246,4110
20170330,AOR8,0.794,8097
20170330,AOU,0.065,7350
20170330,AOZ,0.59,8495
20170330,APL,0.306,2891
20170330,APWX,0.789,5827
20170330,AQH4,0.488,7385
20170330,AQIC,0.879,1749
20170330,AQKX,0.35,8370
20170330,AQLC,0.621,521
20170330,AQM3,0.855,603
20170330,AQXQ,0.615,2076
20170330,ARG7,0.102,4541
20170330,ATG,0.177,5797
20170330,ATGT,0.826,7488
20170330,ATPJ,0.761,7204
20170330,ATT,0.776,4022
20170330,AUB8,0.599,5657
20170330,AUHM,0.257,6041
20170330,AUOH,0.791,8166
20170330,AUP,0.939,301
20170330,AUR,0.728,3086
20170330,AUZF,0.043,8141
20170330,AVMS,0.16,1407
20170330,AVNV,0.626,8475
20170330,AVUM,0.133,4657
20170330,AWF,0.817,8139
20170330,AWHU,0.868,2596
20170330,AWN,0.381,6407
20170330,AWOU,0.28,2230
20170330,AWSP,0.673,680
20170330,AWU,0.427,8427
20170330,AWV,0.988,816
20170330,AWY,0.031,2882
20170330,AXB2,0.215,5661
20170330,AXE,0.319,2972
20170330,AXLJ,0.298,6305
20170330,AYL,0.115,8102
20170330,AYSI,0.099,4265
20170330,AYUY,0.315,2101
20170330,AYW,0.458,841
20170330,AZF4,0.714,6895
20170330,AZG7,0.686,2306
20170330,AZGG,0.839,4092
20170330,AZM,0.906,2132
20170330,AZYZ,0.066,1018
20170330,BAC,0.5,1692
20170330,BAEC,0.205,4600
20170330,BAG,0.043,2801
20170330,BAS1,0.239,1045
20170330,BAU,0.829,2470
20170330,BBAE,0.204,2961
20170330,BBCS,0.809,3688
20170330,BBFU,0.29,839
20170330,BBIU,0.376,7943
20170330,BBLY,0.554,5895
20170330,BBNH,0.92,1972
20170330,BBOX,0.84,1537
20170330,BBQ,0.969,5948
20170330,BBVT,0.127,5810
20170330,BCG3,0.098,6929
20170330,BCJM,0.85,2550
20170330,BCRT,0.431,2414
20170330,BCT2,0.307,3432
20170330,BCXY,0.391,4065
20170330,BDA0,0.692,5093
20170330,BDBB,0.131,544
20170330,BDL,0.568,1495
20170330,BEF1,0.485,1698
20170330,BERL,0.772,2404
20170330,BFEU,0.998,2866
20170330,BFJ,0.95,1773
20170330,BFM9,0.772,832
20170330,BFMF,0.823,1189
20170330,BFSN,0.06,3405
20170330,BFVJ,0.106,77
20170330,BGEA,0.983,549
20170330,BGN,0.916,7264
20170330,BHA,0.552,996
20170330,BHGI,0.754,2676
20170330,BHJ1,0.822,3669
20170330,BHT,0.882,2599
20170330,BHYA,0.388,7915
20170330,BIC6,0.714,1285
20170330,BICJ,0.444,1922
20170330,BIEN,0.728,1485
20170330,BIOH,0.979,7828
20170330,BIY1,0.189,2375
20170330,BJB1,0.316,2355
20170330,BJEZ,0.711,7354
20170330,BJZ,0.397,7894
20170330,BKJ,0.787,4667
20170330,BKK7,0.15,6730
20170330,BKMV,0.578,3118
20170330,BKOQ,0.694,2780
20170330,BKR,0.243,5381
20170330,BLI5,0.29,3911
20170330,BLM2,0.372,5066
20170330,BLP,0.178,2508
20170330,BMHD,0.516,5043
20170330,BMHQ,0.769,3572
20170330,BNBC,0.221,6640
20170330,BND,0.375,6089
20170330,BNR,0.699,8105
20170330,BNTG,0.698,7277
20170330,BNVO,0.741,773
20170330,BOGZ,0.53,5327
20170330,BOK8,0.755,6271
20170330,BOLL,0.6,2240
20170330,BOSR,0.385,4859
20170330,BOT,0.051,7623
20170330,BPA6,0.699,4309
20170330,BQD,0.983,5172
20170330,BQD1,0.148,3716
20170330,BQJI,0.039,1166
20170330,BQM5,0.053,5107
20170330,BRW0,0.291,1249
20170330,BRYL,0.993,2712
20170330,BSAM,0.594,7573
20170330,BSBK,0.982,3056
20170330,BSD,0.502,5847
20170330,BSL0,0.333,5411
20170330,BTFA,0.969,5404
20170330,BTJR,0.039,7614
20170330,BTSA,0.515,961
20170330,BTVS,0.97,8586
20170330,BUM,0.331,5967
20170330,BURF,0.062,1063
20170330,BURM,0.739,2617
20170330,BUS,0.035,5762
20170330,BUVF,0.03,7185
20170330,BUXM,0.327,7266
20170330,BUYU,0.084,8256
20170330,BVE4,0.879,2845
20170330,BVL6,0.743,4680
20170330,BVSQ,0.192,1320
20170330,BWEW,0.074,692
20170330,BWK,0.52,30
20170330,BWP,0.282,6426
20170330,BWQA,0.031,992
20170330,BWU,0.969,1057
20170330,BWXW,0.175,2835
20170330,BXOR,0.518,632
20170330,BXZK,0.084,4524
20170330,BXZR,0.733,2279
20170330,BYFO,0.204,4110
20170330,BYG3,0.707,840
20170330,BYL,0.73,7303
20170330,BYP,0.353,8475
20170330,BYQ1,0.044,355
20170330,BYZ3,0.564,770
20170330,BZKT,0.532,7431
20170330,BZNA,0.107,5590
20170330,BZNB,0.069,930
20170330,BZOK,0.921,5462
20170330,BZP,0.647,3682
20170330,BZZ,0.315,7570
20170330,BZZ3,0.078,1350
20170330,CAHR,0.216,1851
20170330,CAI,0.794,3366
20170330,CAV7,0.877,7077
20170330,CAVU,0.423,299
20170330,CBLA,0.163,1419
20170330,CBU3,0.436,908
20170330,CBY1,0.35,7188
20170330,CCTQ,0.021,213
20170330,CCXT,0.726,6387
20170330,CDAF,0.937,3684
20170330,CDC,0.975,3602
20170330,CDEN,0.909,5863
20170330,CDN,0.804,7212
20170330,CDT,0.459,7979
20170330,CDXY,0.943,2934
20170330,CEDY,0.753,1676
20170330,CEQA,0.137,3949
20170330,CEQL,0.455,3983
20170330,CET7,0.507,8101
20170330,CEVJ,0.184,7897
20170330,CFG,0.576,3295
20170330,CFN9,0.417,1023
20170330,CFP2,0.592,3235
20170330,CFPI,0.185,4576
20170330,CFV4,0.299,7287
20170330,CGH0,0.185,2336
20170330,CGP9,0.401,1259
20170330,CGVA,0.249,7470
20170330,CGWN,0.721,8129
20170330,CGZ,0.633,198
20170330,CHB,0.459,4259
20170330,CHJL,0.087,276
20170330,CHMG,0.122,4150
20170330,CHN,0.239,1680
20170330,CHNX,0.418,7753
20170330,CIAV,0.856,1140
20170330,CIF1,0.563,5727
20170330,CJD3,0.054,4600
20170330,CJJZ,0.498,283
20170330,CJS,0.885,2516
20170330,CKIS,0.317,1736
20170330,CKN6,0.731,1844
20170330,CKQ3,0.607,7583
20170330,CLBP,0.772,5154
20170330,CLCT,0.77,6523
20170330,CLFG,0.609,2765
20170330,CLLB,0.395,1531
20170330,CLP,0.069,2083
20170330,CLZ,0.224,3134
20170330,CMM4,0.708,2107
20170330,CMOP,0.082,5123
20170330,CNGZ,0.735,8983
20170330,CNM,0.823,4266
20170330,CNM3,0.671,3379
20170330,CNWB,0.84,6685
20170330,CNZM,0.665,3643
20170330,COID,0.059,711
20170330,COPW,0.973,1387
20170330,CPAW,0.848,7013
20170330,CPR9,0.975,5006
20170330,CQN7,0.375,6223
20170330,CQVZ,0.193,2885
20170330,CQW1,0.956,1621
20170330,CRBL,0.27,7183
20170330,CRN,0.267,1288
20170330,CRRL,0.652,585
20170330,CRWM,0.403,6860
20170330,CRWQ,0.068,5296
20170330,CSF,0.419,8045
20170330,CSS8,0.696,8203
20170330,CSX5,0.824,7691
20170330,CTBQ,0.239,5
20170330,CTKB,0.574,8071
20170330,CTOQ,0.496,7920
20170330,CTSD,0.7,4469
20170330,CUC,0.582,8095
20170330,CUKJ,0.287,7457
20170330,CVAJ,0.914,7451
20170330,CVH,0.584,8437
20170330,CVL,0.961,5795
20170330,CVN,0.764,6789
20170330,CVN0,0.304,441
20170330,CVQ3,0.973,2578
20170330,CVRP,0.298,921
20170330,CVZW,0.577,3356
20170330,CWB,0.273,6541
20170330,CWMI,0.581,8513
20170330,CWV,0.328,5464
20170330,CXDE,0.985,1260
20170330,CXNQ,0.422,7679
20170330,CXQI,0.038,1016
20170330,CXQN,0.547,6382
20170330,CXR3,0.033,3767
20170330,CXU3,0.413,684
20170330,CYD2,0.451,7221
20170330,CYE4,0.134,3620
20170330,CYFG,0.855,7463
20170330,CYH,0.343,4818
20170330,CYLJ,0.431,3675
20170330,CYS9,0.635,1198
20170330,CYST,0.679,6341
20170330,CZFH,0.771,1962
20170330,CZG3,0.638,7065
20170330,CZK,0.84,6220
20170330,CZR,0.474,18
20170330,DAHX,0.502,7776
20170330,DALP,0.723,7250
20170330,DALW,0.546,7210
20170330,DAMK,0.616,3729
20170330,DARQ,0.363,2235
20170330,DBB4,0.276,611
20170330,DBDJ,0.845,4065
20170330,DBFN,0.447,3267
20170330,DBKL,0.392,3462
20170330,DBLX,0.625,1334
20170330,DBY,0.829,2133
20170330,DCF,0.599,2895
20170330,DCMY,0.801,8076
20170330,DCT8,0.867,7505
20170330,DDGD,0.708,5667
20170330,DDKA,0.894,5814
20170330,DDKE,0.585,4039
20170330,DDL,0.051,432
20170330,DDMZ,0.697,6347
20170330,DDWT,0.473,5871
20170330,DDYC,0.147,2297
20170330,DDZ6,0.926,8334
20170330,DEG,0.781,1907
20170330,DENV,0.949,4515
20170330,DER5,0.652,1890
20170330,DESM,0.841,1880
20170330,DETK,0.692,620
20170330,DFDU,0.314,5047
20170330,DFPB,0.37,5771
20170330,DFS5,0.46,851
20170330,DFU8,0.579,3664
20170330,DFV,0.635,6728
20170330,DFXG,0.265,8077
20170330,DGMU,0.994,8282
20170330,DGX,0.901,5711
20170330,DHCF,0.057,1289
20170330,DHN,0.022,5
20170330,DHVF,0.108,2135
20170330,DIA,0.54,1955
20170330,DIE8,0.506,5737
20170330,DIRM,0.181,7262
20170330,DIZM,0.887,1752
20170330,DJK,0.573,5104
20170330,DJPH,0.71,2797
20170330,DJRN,0.239,1468
20170330,DJSX,0.688,2473
20170330,DKIL,0.805,2661
20170330,DKY,0.417,396
20170330,DKYJ,0.318,7802
20170330,DKZ,0.503,7105
20170330,DKZ0,0.424,4174
20170330,DLE,0.266,5086
20170330,DLK9,0.043,1593
20170330,DLPX,0.601,3060
20170330,DLT,0.972,5536
20170330,DMA0,0.083,6037
20170330,DMGX,0.095,3035
20170330,DMKS,0.0,7764
20170330,DMNN,0.269,2716
20170330,DMVW,0.704,1491
20170330,DMYO,0.809,6294
20170330,DMZ0,0.308,6511
20170330,DNOC,0.837,2567
20170330,DNX9,0.455,6169
20170330,DOAX,0.651,1994
20170330,DOD,0.043,1648
20170330,DOUN,0.967,3430
20170330,DPBY,0.263,3642
20170330,DPD,0.252,3650
20170330,DPFF,0.627,1196
20170330,DPN6,0.061,7742
20170330,DPNB,0.594,5823
20170330,DPVX,0.842,291
20170330,DPVY,0.354,5438
20170330,DPXA,0.301,3501
20170330,DQD3,0.796,3001
20170330,DQE,0.687,5001
20170330,DQHT,0.402,2744
20170330,DQIJ,0.128,3717
20170330,DQPG,0.557,3623
20170330,DQQ,0.742,3036
20170330,DQW2,0.456,3168
20170330,DQY,0.237,7680
20170330,DRB,0.029,1210
20170330,DRD9,0.416,4814
20170330,DRE0,0.528,5865
20170330,DRRS,0.852,2795
20170330,DSO,0.13,895
20170330,DSO6,0.706,1323
20170330,DSOE,0.447,487
20170330,DSS,0.234,3037
20170330,DSV,0.588,4150
20170330,DSZE,0.015,7712
20170330,DTPS,0.957,1972
20170330,DTS,0.881,5176
20170330,DTT,0.196,4396
20170330,DTTF,0.484,879
20170330,DTVH,0.518,3664
20170330,DUC4,0.079,1883
20170330,DUHY,0.118,7636
20170330,DUN3,0.549,8351
20170330,DUS,0.631,1180
20170330,DUW2,0.183,370
20170330,DUX,0.775,6867
20170330,DVB,0.745,2812
20170330,DVK,0.751,5904
20170330,DVLZ,0.776,5952
20170330,DVN,0.83,4949
20170330,DVW8,0.992,5538
20170330,DWE,0.341,355
20170330,DWK,0.599,5387
20170330,DWP0,0.023,3658
20170330,DWSK,0.871,5874
20170330,DWZL,0.521,645
20170330,DXJ,0.846,7035
20170330,DXJ7,0.335,3008
20170330,DXL,0.595,8373
20170330,DXN,0.574,8255
20170330,DXOZ,0.469,2366
20170330,DXZM,0.309,2761
20170330,DYA1,0.184,4602
20170330,DYA3,0.209,8762
20170330,DYK9,0.398,8314
20170330,DZKL,0.301,1046
20170330,DZP8,0.907,2195
20170330,DZWQ,0.519,1804
20170330,EAH,0.798,4793
20170330,EAM0,0.091,3503
20170330,EAVR,0.728,3289
20170330,EBDA,0.587,5517
20170330,EBW5,0.346,5731
20170330,EBW9,0.275,567
20170330,ECDG,0.402,3322
20170330,ECK5,0.778,819
20170330,ECS8,0.943,415
20170330,ECU7,0.326,3615
20170330,EDA,0.317,6183
20170330,EDLT,0.576,5082
20170330,EDRI,0.281,482
20170330,EDS,0.845,526
20170330,EDY9,0.005,4885
20170330,EEBI,0.087,5453
20170330,EEC,0.525,1050
20170330,EEKB,0.766,2534
20170330,EEMD,0.238,5409
20170330,EEX,0.939,3513
20170330,EEZC,0.884,133
20170330,EFG0,0.719,6798
20170330,EFN4,0.284,5509
20170330,EGHC,0.673,5974
20170330,EGTR,0.229,1317
20170330,EHE,0.347,3555
20170330,EHIU,0.605,7802
20170330,EHM8,0.405,7188
20170330,EHSR,0.732,47
20170330,EHX8,0.926,8056
20170330,EIAC,0.318,395
20170330,EIAF,0.955,4934
20170330,EID,0.88,6935
20170330,EIPJ,0.24,3840
20170330,EIU0,0.26,8261
20170330,EJEP,0.134,4596
20170330,EJG,0.424,1547
20170330,EJPO,0.126,2833
20170330,EJQ9,0.096,5879
20170330,EJVS,0.222,7437
20170330,EKRY,0.147,470
20170330,ELH3,0.074,4233
20170330,ELL4,0.659,6534
20170330,ELVE,0.162,8286
20170330,EMDI,0.157,3165
20170330,EME4,0.869,1693
20170330,EME5,0.573,3244
20170330,EMM,0.9,6092
