date,ticker,positive,tweets
20170206,AAAS,0.055,2107
20170206,AAT6,0.198,2509
20170206,AAYJ,0.583,2854
20170206,ABB,0.214,6079
20170206,ABEL,0.507,3418
20170206,ABI6,0.172,1353
20170206,ABSY,0.246,4012
20170206,ABW,0.527,8003
20170206,ACOU,0.164,5782
20170206,ACWQ,0.65,5358
20170206,ADB,0.453,1113
20170206,ADGI,0.759,5105
20170206,ADM0,0.208,335
20170206,ADP,0.699,351
20170206,ADQ,0.371,982
20170206,ADUC,0.942,1337
20170206,ADV,0.327,3898
20170206,ADZS,0.144,289
20170206,AEEQ,0.74,6794
20170206,AEQJ,0.422,3353
20170206,AFB0,0.824,1693
20170206,AFEO,0.354,4969
20170206,AFFT,0.61,2048
20170206,AFO,0.163,727
20170206,AGAU,0.218,4745
20170206,AGF,0.286,3385
20170206,AGUY,0.141,7260
20170206,AGZ,0.765,3169
20170206,AHEL,0.731,3078
20170206,AHFM,0.594,5358
20170206,AHGN,0.984,1760
20170206,AHI,0.123,3154
20170206,AHSV,0.416,762
20170206,AHWU,0.724,4024
20170206,AIDA,0.564,1080
20170206,AIJQ,0.992,6285
20170206,AIS,0.926,5747
20170206,AJD,0.748,2131
20170206,AJLP,0.827,3408
20170206,AJQ,0.387,2695
20170206,AKA,0.563,2402
20170206,AKD,0.907,5470
20170206,AKE0,0.258,1616
20170206,AKQ3,0.793,305
20170206,AKRG,0.246,4593
20170206,AKZR,0.519,2051
20170206,ALVM,0.599,1230
20170206,ALYQ,0.073,4020
20170206,AMD2,0.261,3221
20170206,AMD6,0.98,1978
20170206,AMDO,0.451,4352
20170206,AMJ,0.786,3176
20170206,AMK2,0.651,4521
20170206,AMR3,0.754,3108
20170206,AMT5,0.112,5175
20170206,AMXS,0.602,466
20170206,ANAH,0.062,4700
20170206,ANC2,0.614,2320
20170206,ANJO,0.545,367
20170206,ANJQ,0.599,5783
20170206,ANSD,0.838,4564
20170206,ANSZ,0.417,6444
20170206,AOU,0.101,1774
20170206,APP5,0.059,2313
20170206,APU9,0.187,5199
20170206,AQH4,0.917,5607
20170206,AQKX,0.533,8065
20170206,AQLC,0.721,5441
20170206,AQM3,0.14,3565
20170206,AQXQ,0.239,113
20170206,ARG7,0.09,4837
20170206,ATG,0.901,1969
20170206,ATGT,0.024,6280
20170206,ATPJ,0.752,3716
20170206,ATT,0.836,727
20170206,AUB8,0.516,1893
20170206,AUHM,0.395,3521
20170206,AUOH,0.733,7304
20170206,AUP,0.661,440
20170206,AVMS,0.888,4448
20170206,AVNV,0.774,282
20170206,AVUM,0.973,190
20170206,AWF,0.474,4774
20170206,AWHU,0.704,8499
20170206,AWN,0.691,3007
20170206,AWOU,0.534,3108
20170206,AWSP,0.729,1616
20170206,AWU,0.637,1619
20170206,AWV,0.721,5245
20170206,AWY,0.605,869
20170206,AXB2,0.941,4823
20170206,AXE,0.93,3426
20170206,AXLJ,0.231,2626
20170206,AYL,0.344,1768
20170206,AYOI,0.08,5763
20170206,AYSI,0.833,8192
20170206,AYUY,0.564,1988
20170206,AYW,0.983,7799
20170206,AZF4,0.639,2279
20170206,AZG7,0.425,5343
20170206,AZGG,0.776,6958
20170206,AZM,0.065,2795
