date,ticker,positive,tweets
20170321,AAAS,0.134,4858
20170321,AAFK,0.6,6486
20170321,AAT6,0.212,334
20170321,AAYJ,0.2,1518
20170321,ABEL,0.952,2268
20170321,ABI6,0.205,4806
20170321,ABSY,0.29,3449
20170321,ABW,0.362,8539
20170321,ACI,0.631,3724
20170321,ACOU,0.064,6695
20170321,ADB,0.3,3927
20170321,ADB2,0.329,3837
20170321,ADGI,0.347,2873
20170321,ADM0,0.257,1091
20170321,ADQ,0.316,2961
20170321,ADV,0.998,1526
20170321,ADZS,0.071,122
20170321,AEEQ,0.492,117
20170321,AEQJ,0.136,5302
20170321,AFEO,0.116,1712
20170321,AFFT,0.116,3629
20170321,AFO,0.654,1464
20170321,AFZU,0.535,2317
20170321,AGAU,0.251,8170
20170321,AGF,0.34,1551
20170321,AGKJ,0.53,2715
20170321,AGUY,0.894,3525
20170321,AGZ,0.036,2149
20170321,AHEL,0.333,2871
20170321,AHFM,0.168,2305
20170321,AHGN,0.684,4296
20170321,AHI,0.102,2150
20170321,AHSV,0.676,4295
20170321,AHWU,0.127,817
20170321,AID,0.78,6707
20170321,AIDA,0.768,4145
20170321,AIJQ,0.021,3234
20170321,AJD,0.883,1319
20170321,AJLP,0.554,3023
20170321,AJQ,0.361,2704
20170321,AKA,0.64,3614
20170321,AKD,0.784,3149
20170321,AKG,0.656,2153
20170321,AKZR,0.743,2613
20170321,ALVM,0.168,7501
20170321,ALYQ,0.203,8567
20170321,AMD2,0.028,712
20170321,AMD6,0.41,3505
20170321,AMDO,0.273,7345
20170321,AMJ,0.615,4244
20170321,AMK2,0.038,868
20170321,AMR3,0.314,3364
20170321,AMT5,0.292,2832
20170321,AMXS,0.592,6427
20170321,ANAH,0.831,7175
20170321,ANC2,0.095,6741
20170321,ANJO,0.192,2328
20170321,ANJQ,0.026,5583
20170321,ANSD,0.868,2487
20170321,ANSZ,0.09,834
20170321,AOR8,0.429,2763
20170321,AOU,0.069,584
20170321,APP5,0.172,5551
20170321,APU9,0.785,3681
20170321,APWX,0.216,2907
20170321,AQH4,0.16,667
20170321,AQIC,0.088,4166
20170321,AQLC,0.971,2911
20170321,AQM3,0.641,7082
20170321,AQXQ,0.849,3794
20170321,ARG7,0.22,1537
20170321,ATG,0.501,3701
20170321,ATGT,0.294,8184
20170321,ATPJ,0.394,6894
20170321,ATT,0.628,4461
20170321,AUB8,0.909,7884
20170321,AUHM,0.568,2993
20170321,AUOH,0.87,1914
20170321,AUP,0.624,724
20170321,AUR,0.762,7408
20170321,AUZF,0.858,5295
20170321,AVMS,0.678,6854
20170321,AVUM,0.472,452
20170321,AWF,0.285,362
20170321,AWHU,0.115,8127
20170321,AWN,0.587,1172
20170321,AWOU,0.626,1215
20170321,AWSP,0.029,1638
20170321,AWU,0.438,927
20170321,AWV,0.162,4945
20170321,AWY,0.332,6006
20170321,AXB2,0.306,4166
20170321,AXE,0.502,1949
20170321,AXLJ,0.607,2300
20170321,AYL,0.423,5838
20170321,AYOI,0.534,2980
20170321,AYUY,0.753,2156
20170321,AYW,0.441,8628
20170321,AZF4,0.023,2292
20170321,AZG7,0.211,8742
20170321,AZGG,0.015,7048
20170321,AZM,0.308,8510
20170321,AZYZ,0.961,8621
20170321,BAC,0.198,346
20170321,BAEC,0.66,1518
20170321,BAG,0.193,4207
20170321,BAS1,0.264,2116
20170321,BAU,0.07,5114
20170321,BBAE,0.924,6458
20170321,BBFU,0.515,2116
20170321,BBIU,0.202,1222
20170321,BBLY,0.315,5814
20170321,BBNH,0.311,6185
20170321,BBOX,0.922,8195
20170321,BBVT,0.461,7321
20170321,BCJM,0.322,15
20170321,BCRT,0.98,3806
20170321,BCT2,0.557,2847
20170321,BCXY,0.361,3635
20170321,BDA0,0.3,4355
20170321,BDBB,0.747,158
20170321,BDL,0.461,478
20170321,BDYJ,0.173,631
20170321,BEF1,0.258,5490
20170321,BERL,0.356,5540
20170321,BFEU,0.171,5445
20170321,BFM9,0.383,561
20170321,BFSN,0.938,2291
20170321,BFVJ,0.464,8571
20170321,BGEA,0.073,2498
20170321,BGN,0.454,603
20170321,BHA,0.332,3940
20170321,BHGI,0.491,604
20170321,BHJ1,0.761,5300
20170321,BHT,0.477,6561
20170321,BHYA,0.206,8237
20170321,BIC6,0.222,864
20170321,BICJ,0.986,5929
20170321,BIOH,0.754,5403
20170321,BIY1,0.236,4900
20170321,BJB1,0.666,3412
20170321,BJEZ,0.782,2134
20170321,BJZ,0.963,1598
20170321,BKJ,0.562,1665
20170321,BKK7,0.307,3243
20170321,BKOQ,0.995,6942
20170321,BKR,0.832,1637
20170321,BLP,0.104,543
20170321,BLQ,0.498,7340
