date,ticker,positive,tweets
20170113,AAAS,0.717,1148
20170113,AAFK,0.348,4053
20170113,AAT6,0.871,2437
20170113,AAYJ,0.185,4707
20170113,ABB,0.04,1666
20170113,ABI6,0.509,5942
20170113,ABSY,0.902,2003
20170113,ABW,0.914,303
20170113,ACH,0.93,2530
20170113,ACI,0.619,2483
20170113,ACOU,0.314,4580
20170113,ACWQ,0.934,3711
20170113,ADB,0.225,4634
20170113,ADGI,0.389,6103
20170113,ADM0,0.918,1633
20170113,ADP,0.36,7149
20170113,ADQ,0.916,464
20170113,ADUC,0.398,4890
20170113,ADV,0.614,5714
20170113,ADZS,0.574,7027
20170113,AEEQ,0.159,1219
20170113,AEQJ,0.336,2626
20170113,AFB0,0.212,4591
20170113,AFEO,0.917,358
20170113,AFFT,0.094,1948
20170113,AFO,0.75,5673
20170113,AFZU,0.129,7287
20170113,AGAU,0.608,1259
20170113,AGKJ,0.359,7398
20170113,AGUY,0.25,5676
20170113,AGZ,0.703,5712
20170113,AHEL,0.267,3446
20170113,AHFM,0.073,5850
20170113,AHGN,0.355,5111
20170113,AHI,0.157,5173
20170113,AHSV,0.951,561
20170113,AHWU,0.178,6634
20170113,AID,0.34,5852
20170113,AIDA,0.662,2744
20170113,AIJQ,0.9,6435
20170113,AIS,0.954,7637
20170113,AJD,0.107,1499
20170113,AJLP,0.99,3379
20170113,AJQ,0.138,7870
20170113,AKA,0.487,5986
20170113,AKD,0.333,4587
20170113,AKE0,0.71,116
20170113,AKG,0.424,3162
20170113,AKQ3,0.67,539
20170113,AKRG,0.253,4276
20170113,AKZR,0.424,6450
20170113,ALVM,0.089,6702
20170113,ALYQ,0.156,6644
20170113,AMD6,0.573,6597
20170113,AMDO,0.845,1989
20170113,AMJ,0.079,6
20170113,AMK2,0.692,2864
20170113,AMR3,0.366,1598
20170113,AMT5,0.703,309
20170113,AMXS,0.776,6484
20170113,ANAH,0.247,1556
20170113,ANC2,0.193,2709
20170113,ANJO,0.685,4169
20170113,ANJQ,0.645,4993
20170113,ANSD,0.215,1571
20170113,ANSZ,0.024,7178
20170113,AOR8,0.594,1407
20170113,AOU,0.685,1880
20170113,AOZ,0.595,6107
20170113,APL,0.479,4828
20170113,APP5,0.262,4891
20170113,APU9,0.897,7894
20170113,APWX,0.532,115
20170113,AQH4,0.828,5256
20170113,AQIC,0.97,4067
20170113,AQKX,0.605,1443
20170113,AQLC,0.819,6880
20170113,AQM3,0.889,5636
20170113,ARG7,0.984,6113
20170113,ATG,0.266,7320
20170113,ATGT,0.078,8372
20170113,ATPJ,0.353,1779
20170113,ATT,0.588,6454
20170113,AUB8,0.738,1218
20170113,AUHM,0.327,1016
20170113,AUOH,0.153,4238
20170113,AUP,0.064,2079
20170113,AUR,0.884,5033
20170113,AUZF,0.319,703
20170113,AVMS,0.85,3397
20170113,AVNV,0.037,1627
20170113,AVUM,0.659,6923
20170113,AWF,0.204,8010
20170113,AWHU,0.572,1891
20170113,AWN,0.591,5133
20170113,AWOU,0.521,4744
20170113,AWU,0.422,7301
20170113,AWV,0.314,8195
20170113,AWY,0.483,7667
20170113,AXB2,0.031,5483
20170113,AXE,0.792,2250
20170113,AXLJ,0.648,360
20170113,AYL,0.042,4545
20170113,AYOI,0.064,6176
20170113,AYSI,0.293,7843
20170113,AYUY,0.041,1739
20170113,AYW,0.685,8127
20170113,AZF4,0.233,3856
20170113,AZG7,0.406,1364
20170113,AZGG,0.373,5378
20170113,AZM,0.843,871
20170113,AZYZ,0.34,6931
20170113,BAC,0.902,2394
20170113,BAEC,0.178,4348
20170113,BAG,0.8,6449
20170113,BAS1,0.285,6635
20170113,BAU,0.426,5401
20170113,BBAE,0.082,1377
20170113,BBCS,0.411,92
20170113,BBFU,0.376,7115
20170113,BBIU,0.527,2875
20170113,BBLY,0.383,5949
20170113,BBNH,0.958,3452
20170113,BBOX,0.45,8150
20170113,BBQ,0.676,7770
20170113,BBVT,0.411,6145
20170113,BCG3,0.927,5558
20170113,BCJM,0.982,6969
20170113,BCRT,0.283,599
20170113,BCT2,0.045,1828
20170113,BCXY,0.129,8854
20170113,BDA0,0.531,1870
20170113,BDBB,0.165,2632
20170113,BEF1,0.093,3454
20170113,BERL,0.169,2073
20170113,BFEU,0.187,2544
20170113,BFJ,0.082,4741
20170113,BFM9,0.796,1314
20170113,BFMF,0.876,2658
20170113,BFSN,0.44,6253
20170113,BFVJ,0.71,8572
20170113,BGEA,0.283,1700
20170113,BGN,0.302,6850
20170113,BHA,0.892,2079
20170113,BHGI,0.437,3297
20170113,BHJ1,0.494,1249
20170113,BHT,0.318,8301
20170113,BHYA,0.544,4545
20170113,BIC6,0.333,3989
20170113,BICJ,0.533,2917
20170113,BIEN,0.737,1586
20170113,BIFY,0.322,2089
20170113,BIOH,0.851,386
20170113,BIY1,0.985,1165
20170113,BJB1,0.234,6258
20170113,BJEZ,0.209,2499
20170113,BJZ,0.082,4460
20170113,BKJ,0.358,6481
20170113,BKK7,0.8,2607
20170113,BKMV,0.102,237
20170113,BKOQ,0.581,7358
20170113,BKR,0.093,752
20170113,BLI5,0.894,1997
20170113,BLM2,0.428,1111
20170113,BLP,0.664,2001
20170113,BLQ,0.265,5155
20170113,BMHD,0.21,6019
20170113,BMHQ,0.1,5712
20170113,BMTK,0.667,2581
20170113,BNBC,0.936,5659
20170113,BND,0.469,7358
20170113,BNFS,0.369,5753
20170113,BNR,0.301,4361
20170113,BNVO,0.164,3643
20170113,BOGZ,0.817,8073
20170113,BOK8,0.779,6037
20170113,BOLL,0.697,5765
20170113,BOSR,0.551,1285
20170113,BOT,0.078,4118
20170113,BPA6,0.098,1042
20170113,BQD,0.705,4327
20170113,BQD1,0.098,7445
20170113,BQJI,0.225,6901
20170113,BQJU,0.831,7123
20170113,BQM5,0.326,4752
20170113,BQY0,0.51,4934
20170113,BRCC,0.36,4179
20170113,BRN7,0.147,5627
20170113,BRW0,0.84,1332
20170113,BRYL,0.722,103
20170113,BSAM,0.807,1623
20170113,BSBK,0.619,211
20170113,BSD,0.442,732
20170113,BTFA,0.504,1714
20170113,BTJR,0.775,5109
20170113,BTSA,0.674,2708
20170113,BTVS,0.434,5600
20170113,BUM,0.334,5451
20170113,BURF,0.03,364
20170113,BURM,0.732,1225
20170113,BUS,0.198,6612
20170113,BUVF,0.454,3323
20170113,BUXM,0.427,3223
20170113,BUYU,0.944,1866
20170113,BVE4,0.552,7974
20170113,BVL6,0.818,8405
20170113,BVSQ,0.106,4441
20170113,BWEW,0.19,1916
20170113,BWK,0.108,5605
20170113,BWP,0.756,5854
20170113,BWQA,0.794,6008
20170113,BWU,0.936,4974
20170113,BWXW,0.565,6991
20170113,BXOR,0.726,163
20170113,BXZK,0.575,4622
20170113,BXZR,0.642,794
20170113,BYFO,0.411,8247
20170113,BYG3,0.195,6201
20170113,BYL,0.396,2783
20170113,BYQ1,0.133,3452
20170113,BYZ3,0.971,1682
20170113,BZKT,0.081,8318
20170113,BZNA,0.801,1585
20170113,BZNB,0.784,523
20170113,BZOK,0.791,1791
20170113,BZP,0.249,5571
20170113,BZWL,0.018,2485
20170113,BZZ,0.882,4604
20170113,BZZ3,0.823,5697
20170113,CAHR,0.853,1083
20170113,CAI,0.073,742
20170113,CAVU,0.827,1115
20170113,CBLA,0.224,3578
20170113,CBU3,0.204,7653
20170113,CBY1,0.108,3879
20170113,CCSF,0.008,4620
20170113,CCTQ,0.463,7933
20170113,CCXT,0.097,4937
20170113,CDAF,0.18,3942
20170113,CDEN,0.733,7741
20170113,CDN,0.684,5835
20170113,CDT,0.533,2768
20170113,CEDY,0.565,5869
20170113,CEQA,0.012,3032
20170113,CEQL,0.183,7174
20170113,CET7,0.63,3271
20170113,CEVJ,0.189,1686
20170113,CFG,0.392,3659
20170113,CFN9,0.771,462
20170113,CFP2,0.937,7827
20170113,CFPI,0.989,2863
20170113,CFV4,0.915,7604
20170113,CGH0,0.983,3149
20170113,CGP9,0.308,4580
20170113,CGVA,0.559,8489
20170113,CGWN,0.457,1988
20170113,CGZ,0.355,3253
20170113,CHB,0.015,630
20170113,CHJL,0.918,6813
20170113,CHMG,0.321,958
20170113,CHNX,0.867,1679
20170113,CIF1,0.106,6231
20170113,CISF,0.65,2
20170113,CJD3,0.226,1065
20170113,CJJZ,0.464,6027
20170113,CJS,0.478,3716
20170113,CKIS,0.994,1306
20170113,CKQ3,0.145,7574
20170113,CLBP,0.807,2940
20170113,CLCT,0.353,8399
20170113,CLFG,0.129,1354
20170113,CLLB,0.177,3411
20170113,CLP,0.229,5840
20170113,CLZ,0.193,1078
20170113,CMM4,0.534,6822
20170113,CMOP,0.773,2713
20170113,CNGZ,0.986,8785
20170113,CNM,0.198,6505
20170113,CNM3,0.02,6354
20170113,CNPM,0.816,3878
20170113,CNWB,0.98,1084
20170113,CNZM,0.526,550
20170113,COID,0.155,5691
20170113,COJ2,0.542,4211
20170113,COPW,0.116,8300
20170113,CPAW,0.122,2181
20170113,CPR9,0.891,624
20170113,CQN7,0.256,5487
20170113,CQVZ,0.352,8359
20170113,CQW1,0.71,7785
20170113,CRBL,0.245,3484
20170113,CRN,0.817,1339
20170113,CRWM,0.414,7920
20170113,CRWQ,0.502,2198
20170113,CSF,0.788,5650
20170113,CSS8,0.083,866
20170113,CSX5,0.038,2083
20170113,CTBQ,0.813,1470
20170113,CTKB,0.387,6105
20170113,CTOQ,0.548,5928
20170113,CTSD,0.616,6596
20170113,CUC,0.815,3476
20170113,CUKJ,0.311,756
20170113,CVAJ,0.492,6152
20170113,CVH,0.335,6448
20170113,CVL,0.552,319
20170113,CVN,0.867,6628
20170113,CVN0,0.756,654
20170113,CVQ3,0.734,3680
20170113,CVRP,0.743,4468
20170113,CVZW,0.497,2153
20170113,CWB,0.905,8366
20170113,CWMI,0.008,4187
20170113,CWV,0.867,7190
20170113,CXNQ,0.997,996
20170113,CXQI,0.784,7095
20170113,CXQN,0.088,4674
20170113,CXR3,0.369,5553
20170113,CXU3,0.071,2713
20170113,CYD2,0.762,3658
20170113,CYE4,0.675,3506
20170113,CYFG,0.956,5361
20170113,CYFX,0.735,8730
20170113,CYLJ,0.691,1162
20170113,CYST,0.425,2437
20170113,CZFH,0.982,4400
20170113,CZG3,0.284,5685
20170113,CZK,0.045,8474
20170113,DALP,0.516,3328
20170113,DALW,0.817,2978
20170113,DAMK,0.16,6601
20170113,DARQ,0.189,7259
20170113,DBB4,0.464,4481
20170113,DBDJ,0.133,6233
20170113,DBFN,0.496,189
20170113,DBKL,0.536,376
20170113,DBLX,0.14,637
20170113,DBY,0.348,6805
20170113,DCF,0.447,2713
20170113,DCMY,0.791,8505
20170113,DCT8,0.226,5409
20170113,DCU,0.99,3407
20170113,DDGD,0.97,5296
20170113,DDKA,0.311,653
20170113,DDKE,0.997,4768
20170113,DDL,0.589,2879
20170113,DDMZ,0.887,6254
20170113,DDWT,0.87,2919
20170113,DDYC,0.043,3488
20170113,DDZ6,0.079,1608
20170113,DEG,0.551,117
20170113,DENV,0.986,4997
20170113,DER5,0.329,351
20170113,DESM,0.368,2949
20170113,DETK,0.079,601
20170113,DFDU,0.5,5177
20170113,DFPB,0.998,3170
20170113,DFS5,0.363,2756
20170113,DFT,0.985,6832
20170113,DFU8,0.858,1191
20170113,DFV,0.515,5244
20170113,DFXG,0.699,6548
20170113,DGMU,0.377,8088
20170113,DGX,0.716,7556
20170113,DHCF,0.814,1488
20170113,DHN,0.795,5352
20170113,DHS,0.669,1234
20170113,DHVF,0.936,2228
20170113,DIA,0.655,7283
