date,ticker,positive,tweets
20170224,AAAS,0.208,7691
20170224,AAFK,0.648,7166
20170224,AAT6,0.092,5359
20170224,AAYJ,0.132,1099
20170224,ABB,0.322,3396
20170224,ABEL,0.642,3561
20170224,ABI6,0.563,751
20170224,ABSY,0.609,4897
20170224,ABW,0.924,3939
20170224,ACH,0.812,1694
20170224,ACWQ,0.135,5486
20170224,ADB,0.712,2014
20170224,ADB2,0.573,1212
20170224,ADGI,0.859,2701
20170224,ADM0,0.505,4571
20170224,ADP,0.446,533
20170224,ADUC,0.32,2141
20170224,ADV,0.393,223
20170224,ADZS,0.352,4772
20170224,AEEQ,0.482,1024
20170224,AEQJ,0.924,4492
20170224,AFB0,0.897,838
20170224,AFEO,0.342,4124
20170224,AFFT,0.757,3299
20170224,AFZU,0.723,4011
20170224,AGAU,0.95,423
20170224,AGKJ,0.568,65
20170224,AGUY,0.96,4243
20170224,AGZ,0.135,5874
20170224,AHEL,0.337,3192
20170224,AHFM,0.189,1315
20170224,AHGN,0.616,6782
20170224,AHI,0.73,829
20170224,AHSV,0.416,5515
20170224,AHWU,0.763,1981
20170224,AID,0.742,4646
20170224,AIDA,0.954,2952
20170224,AIJQ,0.309,2069
20170224,AIS,0.923,2148
20170224,AJD,0.213,1131
20170224,AJLP,0.862,4811
20170224,AJQ,0.779,4355
20170224,AKA,0.862,2192
20170224,AKD,0.251,2920
20170224,AKE0,0.786,2590
20170224,AKQ3,0.141,6572
20170224,AKRG,0.038,1501
20170224,AKZR,0.613,7642
20170224,ALVM,0.133,4663
20170224,AMD2,0.528,4776
20170224,AMD6,0.489,6305
20170224,AMDO,0.192,7338
20170224,AMJ,0.235,340
20170224,AMK2,0.934,2761
20170224,AMR3,0.291,329
20170224,AMT5,0.226,5181
20170224,AMXS,0.944,189
20170224,ANAH,0.942,3063
20170224,ANC2,0.822,3508
20170224,ANJQ,0.748,5841
20170224,ANK,0.573,6735
20170224,ANSD,0.431,7475
20170224,ANSZ,0.359,1475
20170224,AOR8,0.177,4188
20170224,AOU,0.772,5959
20170224,AOZ,0.731,6736
20170224,APL,0.032,6167
20170224,APP5,0.736,3760
20170224,APU9,0.748,712
20170224,APWX,0.873,5545
20170224,AQH4,0.833,5263
20170224,AQIC,0.89,3555
20170224,AQKX,0.03,1934
20170224,AQLC,0.281,4777
20170224,AQM3,0.331,939
20170224,AQXQ,0.606,6627
20170224,ARG7,0.792,5790
