date,ticker,positive,tweets
20170406,AAAS,0.968,3068
20170406,AAFK,0.6,3351
20170406,AAT6,0.237,5974
20170406,AAYJ,0.24,2481
20170406,ABB,0.077,3230
20170406,ABEL,0.037,5959
20170406,ABI6,0.985,6497
20170406,ABSY,0.723,3393
20170406,ACH,0.905,489
20170406,ACI,0.325,2518
20170406,ACOU,0.022,3820
20170406,ADB2,0.603,2981
20170406,ADM0,0.212,7022
20170406,ADP,0.005,693
20170406,ADQ,0.941,7933
20170406,ADUC,0.821,8332
20170406,ADV,0.183,4042
20170406,ADZS,0.788,102
20170406,AEEQ,0.763,7314
20170406,AEQJ,0.929,6217
20170406,AFB0,0.753,835
20170406,AFEO,0.136,420
20170406,AFFT,0.035,7477
20170406,AFO,0.898,4234
20170406,AFZU,0.839,2424
20170406,AGAU,0.759,2046
20170406,AGF,0.499,5316
20170406,AGKJ,0.964,7233
20170406,AHEL,0.758,502
20170406,AHGN,0.187,4950
20170406,AHI,0.944,1113
20170406,AID,0.543,3249
20170406,AIDA,0.983,5477
20170406,AIJQ,0.104,3114
20170406,AIS,0.675,4095
20170406,AJD,0.153,4274
20170406,AJLP,0.401,5880
20170406,AJQ,0.697,5845
20170406,AKA,0.687,1889
20170406,AKD,0.594,7233
20170406,AKG,0.104,3506
20170406,AKQ3,0.239,1574
20170406,AKRG,0.235,4670
20170406,AKZR,0.651,7602
20170406,ALVM,0.422,2268
20170406,ALYQ,0.792,8431
20170406,AMD2,0.823,5592
20170406,AMD6,0.464,1746
20170406,AMDO,0.705,7657
20170406,AMJ,0.265,416
20170406,AMK2,0.948,6680
20170406,AMR3,0.52,1499
20170406,AMT5,0.893,976
20170406,AMXS,0.182,790
20170406,ANAH,0.022,1835
20170406,ANC2,0.713,5471
20170406,ANJO,0.406,2145
20170406,ANJQ,0.552,6607
20170406,ANK,0.644,138
20170406,ANSD,0.282,2725
20170406,AOR8,0.764,6427
20170406,AOU,0.013,7557
20170406,AOZ,0.846,5819
20170406,APP5,0.735,570
20170406,APU9,0.12,1783
20170406,APWX,0.392,1646
20170406,AQH4,0.751,4569
20170406,AQIC,0.923,7622
20170406,AQKX,0.564,5034
20170406,AQLC,0.109,972
20170406,AQM3,0.655,540
20170406,AQXQ,0.111,6126
20170406,ARG7,0.699,680
20170406,ATG,0.014,5676
20170406,ATGT,0.341,3229
20170406,ATPJ,0.738,4783
20170406,AUB8,0.602,5043
20170406,AUHM,0.328,1084
20170406,AUOH,0.92,3502
20170406,AUP,0.784,5946
20170406,AUR,0.679,1274
20170406,AUZF,0.938,7931
20170406,AVMS,0.972,5974
20170406,AVNV,0.378,5396
20170406,AVUM,0.523,3218
20170406,AWHU,0.328,232
20170406,AWN,0.752,7522
20170406,AWOU,0.223,6227
20170406,AWSP,0.991,3805
20170406,AWU,0.564,3607
20170406,AWV,0.254,5820
20170406,AWY,0.861,5030
20170406,AXB2,0.202,1806
20170406,AXE,0.486,7230
20170406,AXLJ,0.557,1911
20170406,AYL,0.023,8482
20170406,AYOI,0.191,6703
20170406,AYSI,0.457,488
20170406,AYUY,0.482,8000
20170406,AZF4,0.079,8893
20170406,AZG7,0.068,3845
20170406,AZGG,0.62,7943
20170406,AZM,0.397,2180
20170406,AZYZ,0.986,4388
20170406,BAC,0.167,223
20170406,BAG,0.104,114
20170406,BAS1,0.195,2444
20170406,BAU,0.497,6825
20170406,BBAE,0.459,787
20170406,BBCS,0.387,7240
20170406,BBFU,0.646,1536
20170406,BBLY,0.909,3303
20170406,BBNH,0.11,5014
20170406,BBOX,0.388,6416
20170406,BBQ,0.568,245
20170406,BBVT,0.253,3813
20170406,BCG3,0.723,6479
20170406,BCRT,0.499,5426
20170406,BCT2,0.462,4943
20170406,BDA0,0.635,2354
20170406,BDBB,0.781,48
20170406,BDL,0.82,4929
20170406,BDYJ,0.913,6692
20170406,BERL,0.417,5390
20170406,BFEU,0.4,7971
20170406,BFJ,0.5,714
20170406,BFM9,0.791,5815
20170406,BFMF,0.138,2423
20170406,BFSN,0.151,6706
20170406,BFVJ,0.942,231
20170406,BGEA,0.64,5542
20170406,BGN,0.512,6349
20170406,BHA,0.178,5901
20170406,BHGI,0.872,2651
20170406,BHJ1,0.0,1518
20170406,BHT,0.382,8163
20170406,BHYA,0.659,3562
20170406,BIC6,0.072,3523
20170406,BIEN,0.988,713
20170406,BIFY,0.199,7706
20170406,BIOH,0.87,7667
20170406,BIY1,0.611,3890
20170406,BJB1,0.562,4370
20170406,BJEZ,0.841,5189
20170406,BKJ,0.353,6166
20170406,BKK7,0.968,1162
20170406,BKMV,0.901,4902
20170406,BKOQ,0.334,13
20170406,BLI5,0.877,2660
20170406,BLM2,0.045,1246
20170406,BLQ,0.949,5204
20170406,BMHD,0.515,1688
20170406,BMHQ,0.172,7285
20170406,BMTK,0.122,7068
20170406,BNBC,0.486,7500
20170406,BND,0.338,3736
20170406,BNFS,0.69,6077
20170406,BNR,0.904,5755
20170406,BNTG,0.412,8399
20170406,BNVO,0.97,2107
20170406,BOGZ,0.891,6878
20170406,BOK8,0.223,129
20170406,BOLL,0.096,5620
20170406,BOSR,0.778,6267
20170406,BOT,0.54,3116
20170406,BPA6,0.18,4499
20170406,BQD,0.516,1994
20170406,BQD1,0.129,4706
20170406,BQJI,0.052,3647
20170406,BQJU,0.771,3796
20170406,BQY0,0.683,561
20170406,BRCC,0.442,598
20170406,BRN7,0.51,2935
20170406,BRW0,0.345,5602
20170406,BSAM,0.521,7564
20170406,BSBK,0.466,7351
20170406,BSD,0.635,5640
20170406,BSL0,0.334,7900
20170406,BTFA,0.853,6299
20170406,BTJR,0.72,5075
20170406,BTSA,0.535,1655
20170406,BTVS,0.762,3198
20170406,BUM,0.813,5898
20170406,BURF,0.337,1249
20170406,BURM,0.213,6440
20170406,BUS,0.45,2152
20170406,BUVF,0.198,491
20170406,BUXM,0.816,460
20170406,BUYU,0.848,76
20170406,BVE4,0.663,4748
20170406,BVL6,0.247,3601
20170406,BVSQ,0.068,8123
20170406,BWEW,0.197,267
20170406,BWK,0.592,6805
20170406,BWP,0.944,4947
20170406,BWQA,0.853,6306
20170406,BWU,0.782,8357
20170406,BWXW,0.421,3003
20170406,BXOR,0.696,2941
20170406,BXZK,0.05,6288
20170406,BXZR,0.576,5750
20170406,BYFO,0.103,2773
20170406,BYG3,0.452,5171
20170406,BYL,0.521,7418
20170406,BYP,0.433,1984
20170406,BYQ1,0.457,781
20170406,BYZ3,0.769,6186
20170406,BZKT,0.198,6972
20170406,BZNA,0.955,1280
20170406,BZNB,0.166,8611
20170406,BZOK,0.779,462
20170406,BZP,0.556,3166
20170406,BZWL,0.642,7159
20170406,BZZ,0.931,1565
20170406,BZZ3,0.258,4136
20170406,CAHR,0.819,3360
20170406,CAI,0.895,3797
20170406,CAV7,0.852,2786
20170406,CAVU,0.352,6834
20170406,CBLA,0.227,1087
20170406,CBU3,0.913,7105
20170406,CBY1,0.884,965
20170406,CCSF,0.708,2202
20170406,CCTQ,0.176,5492
20170406,CCXT,0.855,3396
20170406,CDAF,0.298,2455
20170406,CDC,0.433,1358
20170406,CDEN,0.035,5942
20170406,CDN,0.475,6359
20170406,CDT,0.839,5027
20170406,CDXY,0.527,2440
20170406,CEDY,0.128,4312
20170406,CEQA,0.177,2129
20170406,CEQL,0.989,4482
20170406,CET7,0.793,3917
20170406,CEVJ,0.599,510
20170406,CFG,0.39,6193
20170406,CFN9,0.368,1277
20170406,CFP2,0.458,2322
