date,ticker,positive,tweets
20170104,AAAS,0.836,4068
20170104,AAFK,0.608,1839
20170104,AAT6,0.779,6475
20170104,AAYJ,0.56,3161
20170104,ABB,0.193,476
20170104,ABEL,0.466,7572
20170104,ABI6,0.845,7016
20170104,ABSY,0.021,8363
20170104,ABW,0.388,6929
20170104,ACH,0.436,4381
20170104,ACI,0.121,6584
20170104,ACOU,0.92,707
20170104,ACWQ,0.759,4522
20170104,ADB,0.122,1101
20170104,ADB2,0.834,2925
20170104,ADGI,0.503,4916
20170104,ADM0,0.95,5572
20170104,ADQ,0.183,3447
20170104,ADUC,0.237,660
20170104,ADV,0.49,4397
20170104,ADZS,0.313,6238
20170104,AEQJ,0.703,8090
20170104,AFB0,0.202,109
20170104,AFEO,0.316,3034
20170104,AFFT,0.946,786
20170104,AFO,0.311,3124
20170104,AFZU,0.916,1552
20170104,AGAU,0.2,6703
20170104,AGF,0.993,3039
20170104,AGKJ,0.369,1445
20170104,AGZ,0.164,5140
20170104,AHEL,0.966,4577
20170104,AHFM,0.365,1489
20170104,AHGN,0.002,7527
20170104,AHI,0.85,17
20170104,AHSV,0.762,7545
20170104,AHWU,0.899,5450
20170104,AID,0.385,1057
20170104,AIDA,0.486,6275
20170104,AIJQ,0.201,7194
20170104,AIS,0.998,107
20170104,AJD,0.898,3589
20170104,AJLP,0.913,7083
20170104,AJQ,0.465,3648
20170104,AKA,0.442,6
20170104,AKD,0.163,1918
20170104,AKE0,0.343,505
20170104,AKG,0.35,278
20170104,AKQ3,0.965,3460
20170104,AKZR,0.909,3057
20170104,ALVM,0.485,5662
20170104,ALYQ,0.084,7175
20170104,AMD2,0.437,4532
20170104,AMD6,0.271,273
20170104,AMDO,0.456,4243
20170104,AMJ,0.903,1010
20170104,AMK2,0.726,6845
20170104,AMR3,0.935,1845
20170104,AMT5,0.942,2335
20170104,AMXS,0.371,5053
20170104,ANC2,0.234,6289
20170104,ANJQ,0.508,4699
20170104,ANSD,0.546,3152
20170104,ANSZ,0.352,4193
20170104,AOR8,0.63,4622
20170104,AOZ,0.107,868
20170104,APL,0.985,5390
20170104,APP5,0.275,6176
20170104,APU9,0.202,2327
20170104,APWX,0.62,884
20170104,AQH4,0.873,3971
20170104,AQIC,0.777,6093
20170104,AQLC,0.861,4573
20170104,AQM3,0.964,2664
20170104,AQXQ,0.621,6529
20170104,ARG7,0.633,8058
20170104,ATG,0.957,4847
20170104,ATT,0.36,1947
20170104,AUB8,0.638,6679
