date,ticker,positive,tweets
20170325,AAFK,0.854,4268
20170325,AAT6,0.5,4399
20170325,AAYJ,0.177,5797
20170325,ABB,0.044,2184
20170325,ABEL,0.83,4338
20170325,ABI6,0.435,4611
20170325,ABSY,0.86,7050
20170325,ABW,0.057,4951
20170325,ACH,0.166,5398
20170325,ACOU,0.031,2841
20170325,ACWQ,0.026,3948
20170325,ADB,0.984,4503
20170325,ADB2,0.339,5645
20170325,ADM0,0.256,5228
20170325,ADP,0.158,1595
20170325,ADQ,0.017,6041
20170325,ADUC,0.034,4906
20170325,ADV,0.622,7787
20170325,ADZS,0.306,6268
20170325,AEEQ,0.895,3099
20170325,AEQJ,0.333,472
20170325,AFB0,0.556,3047
20170325,AFEO,0.688,5542
20170325,AFZU,0.508,5634
20170325,AGAU,0.456,2622
20170325,AGF,0.533,2494
20170325,AGKJ,0.734,4769
20170325,AGUY,0.198,6623
20170325,AGZ,0.247,710
20170325,AHFM,0.477,6628
20170325,AHGN,0.697,5454
20170325,AHI,0.981,3853
20170325,AHSV,0.708,5184
20170325,AHWU,0.353,4739
20170325,AID,0.785,2748
20170325,AIDA,0.843,5307
20170325,AIJQ,0.778,3563
20170325,AIS,0.578,6705
20170325,AJD,0.516,2872
20170325,AJLP,0.575,767
20170325,AJQ,0.887,2315
20170325,AKA,0.064,4830
20170325,AKD,0.657,2026
20170325,AKE0,0.43,7375
20170325,AKG,0.502,3827
20170325,AKQ3,0.243,7700
20170325,AKRG,0.484,5098
20170325,ALVM,0.746,7195
20170325,ALYQ,0.552,3805
20170325,AMD2,0.973,4470
20170325,AMD6,0.258,6750
20170325,AMDO,0.087,919
20170325,AMJ,0.34,2983
20170325,AMT5,0.163,7167
20170325,AMXS,0.576,1679
20170325,ANAH,0.688,5724
20170325,ANC2,0.846,2225
20170325,ANJO,0.978,7279
20170325,ANJQ,0.452,3176
20170325,ANK,0.991,6513
20170325,ANSD,0.624,3827
20170325,ANSZ,0.666,2799
20170325,AOR8,0.589,1270
20170325,AOU,0.748,2544
20170325,AOZ,0.781,8462
20170325,APL,0.423,6373
20170325,APP5,0.151,7994
20170325,APWX,0.363,8445
20170325,AQH4,0.304,6954
20170325,AQIC,0.275,182
20170325,AQKX,0.11,1368
20170325,AQLC,0.823,7495
20170325,AQXQ,0.368,8492
20170325,ARG7,0.508,2082
20170325,ATG,0.107,1809
20170325,ATGT,0.04,1861
20170325,ATPJ,0.204,7755
20170325,ATT,0.435,5181
20170325,AUB8,0.517,1824
20170325,AUHM,0.512,8016
20170325,AUOH,0.776,1703
20170325,AUP,0.584,4167
20170325,AUR,0.681,5427
20170325,AUZF,0.77,8476
20170325,AVMS,0.66,8054
20170325,AVNV,0.09,2361
20170325,AVUM,0.422,4225
20170325,AWHU,0.705,3322
20170325,AWN,0.719,2309
20170325,AWOU,0.068,3436
20170325,AWSP,0.206,8178
20170325,AWU,0.493,4217
20170325,AWV,0.305,592
20170325,AWY,0.091,359
20170325,AXB2,0.65,3153
20170325,AXLJ,0.873,7601
20170325,AYL,0.486,4062
20170325,AYOI,0.769,8527
20170325,AYSI,0.284,4905
20170325,AYUY,0.28,3012
20170325,AYW,0.86,8581
20170325,AZF4,0.046,2057
20170325,AZG7,0.004,3915
20170325,AZGG,0.978,2715
20170325,AZM,0.581,4255
20170325,AZYZ,0.7,8790
20170325,BAC,0.862,718
20170325,BAEC,0.667,5424
20170325,BAG,0.306,1696
20170325,BAU,0.546,5798
20170325,BBAE,0.294,6211
20170325,BBCS,0.559,5121
20170325,BBFU,0.812,733
20170325,BBIU,0.333,4435
20170325,BBLY,0.605,6593
20170325,BBNH,0.213,4189
20170325,BBOX,0.178,2182
20170325,BBQ,0.45,1706
20170325,BBVT,0.183,7860
