date,ticker,positive,tweets
20170122,AAAS,0.969,4340
20170122,AAFK,0.293,4194
20170122,AAT6,0.091,5159
20170122,AAYJ,0.441,8096
20170122,ABB,0.81,1897
20170122,ABI6,0.255,277
20170122,ABSY,0.523,8827
20170122,ABW,0.298,1125
20170122,ACH,0.321,3116
20170122,ACI,0.309,204
20170122,ACOU,0.254,7205
20170122,ACWQ,0.655,7888
20170122,ADB,0.079,4184
20170122,ADGI,0.384,698
20170122,ADM0,0.225,5503
20170122,ADP,0.903,6025
20170122,ADQ,0.997,7937
20170122,ADV,0.894,3892
20170122,ADZS,0.329,2432
20170122,AEEQ,0.648,4716
20170122,AEQJ,0.148,7056
20170122,AFB0,0.445,5803
20170122,AFEO,0.695,1830
20170122,AFFT,0.727,4170
20170122,AFZU,0.674,1109
20170122,AGAU,0.586,3238
20170122,AGF,0.19,3811
20170122,AGUY,0.987,1544
20170122,AGZ,0.874,3386
20170122,AHEL,0.232,1458
20170122,AHGN,0.285,5109
20170122,AHI,0.84,6700
20170122,AHSV,0.6,6549
20170122,AHWU,0.659,8487
20170122,AID,0.632,1231
20170122,AIDA,0.327,2080
20170122,AIJQ,0.488,1450
20170122,AIS,0.625,837
20170122,AJD,0.462,5518
20170122,AJLP,0.839,6775
20170122,AJQ,0.032,1100
20170122,AKD,0.216,6164
20170122,AKE0,0.318,1230
20170122,AKG,0.349,6830
20170122,AKQ3,0.677,478
20170122,AKZR,0.06,4796
20170122,ALVM,0.736,2186
20170122,ALYQ,0.006,6227
20170122,AMD2,0.233,259
20170122,AMD6,0.021,2957
20170122,AMDO,0.91,2600
20170122,AMJ,0.456,2715
20170122,AMK2,0.141,4083
20170122,AMR3,0.995,5669
20170122,AMT5,0.683,4974
20170122,AMXS,0.866,7305
20170122,ANAH,0.88,1392
20170122,ANJO,0.158,1788
20170122,ANJQ,0.99,5088
20170122,ANK,0.641,2147
20170122,ANSD,0.169,1204
20170122,ANSZ,0.294,3766
20170122,AOR8,0.87,3103
20170122,AOU,0.959,2615
20170122,AOZ,0.114,7908
20170122,APL,0.034,7708
20170122,APP5,0.642,7513
20170122,APU9,0.891,474
20170122,APWX,0.656,6408
20170122,AQH4,0.648,5188
20170122,AQIC,0.811,1756
20170122,AQKX,0.607,7497
20170122,AQLC,0.551,2754
20170122,AQM3,0.099,4016
20170122,AQXQ,0.76,4361
20170122,ARG7,0.6,707
20170122,ATG,0.714,2581
20170122,ATGT,0.956,7509
20170122,ATPJ,0.114,3426
20170122,ATT,0.668,2285
20170122,AUB8,0.42,3609
20170122,AUHM,0.086,4695
20170122,AUOH,0.809,5301
20170122,AUP,0.906,397
20170122,AUZF,0.108,331
20170122,AVMS,0.987,8270
20170122,AVNV,0.485,8065
20170122,AVUM,0.268,3785
20170122,AWF,0.777,7341
20170122,AWHU,0.712,7820
20170122,AWN,0.702,724
20170122,AWOU,0.897,5649
20170122,AWU,0.178,7695
20170122,AWV,0.851,3759
20170122,AWY,0.462,5516
20170122,AXB2,0.542,8383
20170122,AXE,0.495,5568
20170122,AXLJ,0.793,4709
20170122,AYL,0.172,7097
20170122,AYOI,0.111,5103
20170122,AYSI,0.051,7459
20170122,AYUY,0.959,6392
20170122,AYW,0.254,7289
20170122,AZF4,0.325,8420
20170122,AZG7,0.879,2956
20170122,AZGG,0.112,8746
20170122,AZM,0.424,4799
20170122,AZYZ,0.481,1122
20170122,BAC,0.143,6507
20170122,BAEC,0.188,6680
20170122,BAG,0.954,3021
20170122,BAS1,0.066,8015
20170122,BAU,0.69,6384
20170122,BBAE,0.585,3379
20170122,BBCS,,6788
20170122,BBIU,0.769,7541
20170122,BBNH,0.631,7214
20170122,BBOX,0.976,578
20170122,BBVT,0.253,6407
20170122,BCG3,0.486,2885
20170122,BCT2,0.521,7125
20170122,BCXY,0.832,6101
20170122,BDA0,0.443,3360
20170122,BDBB,0.372,1351
20170122,BDL,0.006,4554
20170122,BEF1,0.875,2447
20170122,BERL,0.337,4692
20170122,BFEU,0.267,1722
20170122,BFJ,0.394,4655
20170122,BFMF,0.579,4428
20170122,BFSN,0.59,2450
20170122,BFVJ,0.503,1594
20170122,BGEA,0.971,1145
20170122,BGN,0.839,7185
20170122,BHA,0.647,1153
20170122,BHT,0.288,5662
20170122,BIC6,0.3,5150
20170122,BIEN,0.238,708
20170122,BIFY,0.456,3038
20170122,BIOH,0.746,3534
20170122,BIY1,0.109,1097
20170122,BJEZ,0.478,1887
20170122,BJZ,0.518,3463
20170122,BKJ,0.448,6973
20170122,BKK7,0.706,5108
20170122,BKMV,0.563,6381
20170122,BKOQ,0.187,6936
20170122,BKR,0.528,4273
20170122,BLI5,0.527,3550
20170122,BLM2,0.425,4471
20170122,BLP,0.712,2567
20170122,BLQ,0.287,5872
20170122,BMHD,0.408,5141
20170122,BMHQ,0.287,7227
20170122,BNBC,0.065,6088
20170122,BND,0.015,3777
20170122,BNFS,0.59,4504
20170122,BNR,0.004,3329
