date,ticker,positive,tweets
20170218,AAAS,0.735,7110
20170218,AAFK,0.551,920
20170218,AAT6,0.283,8286
20170218,AAYJ,0.5,3101
20170218,ABB,0.383,4128
20170218,ABEL,0.752,5267
20170218,ABI6,0.094,3698
20170218,ABSY,0.748,5425
20170218,ABW,0.171,7788
20170218,ACH,0.355,1991
20170218,ACI,0.234,6356
20170218,ACOU,0.834,6531
20170218,ACWQ,0.901,7764
20170218,ADB,0.859,4307
20170218,ADB2,0.278,2300
20170218,ADGI,0.888,14
20170218,ADM0,0.598,7502
20170218,ADP,0.923,5169
20170218,ADQ,0.826,5929
20170218,ADUC,0.821,721
20170218,ADV,0.648,1448
20170218,ADZS,0.887,7561
20170218,AEEQ,0.156,8047
20170218,AEQJ,0.81,6442
20170218,AFB0,0.138,5471
20170218,AFEO,0.379,3776
20170218,AFFT,0.304,285
20170218,AFO,0.065,7133
20170218,AFZU,0.969,8632
20170218,AGAU,0.299,3335
20170218,AGF,0.111,4483
20170218,AGKJ,0.236,635
20170218,AGUY,0.014,2053
20170218,AGZ,0.683,7562
20170218,AHI,0.227,5910
20170218,AID,0.059,2864
20170218,AIDA,0.024,7020
20170218,AIJQ,0.92,924
20170218,AIS,0.436,6132
20170218,AJD,0.69,3436
20170218,AJLP,0.636,6032
20170218,AJQ,0.362,215
20170218,AKA,0.181,5620
20170218,AKD,0.887,7498
20170218,AKE0,0.144,6631
20170218,AKG,0.393,4243
20170218,AKQ3,0.365,2164
20170218,AKRG,0.881,6864
20170218,AKZR,0.528,4064
20170218,ALVM,0.653,2229
20170218,ALYQ,0.872,74
20170218,AMD2,0.368,1826
20170218,AMD6,0.867,4819
20170218,AMDO,0.7,3473
20170218,AMJ,0.444,3115
20170218,AMK2,0.478,7658
20170218,AMT5,0.417,3729
20170218,AMXS,0.227,4376
20170218,ANAH,0.155,2818
20170218,ANC2,0.708,4887
20170218,ANJO,0.196,6305
20170218,ANJQ,0.988,3329
20170218,ANK,0.124,6597
20170218,ANSD,0.804,1575
20170218,ANSZ,0.401,4925
20170218,AOR8,0.668,4359
20170218,AOU,0.01,4165
20170218,AOZ,0.846,3069
20170218,APL,0.297,6572
20170218,APP5,0.227,5851
20170218,APU9,0.486,4920
20170218,APWX,0.695,872
